text,label,clean_text
"Info sesat\n\nPaspor 24 hal bukan paspor tki dan atau khusus tki.\n\nDahulu iya, sejak 2010 sudah tidak. Sejak 2010 hingga saat ini paspor 24 hal adalah paspor umum yg dapat digunakan oleh siapa saja dan kemana saja. Pepo sering bahas ini dan ada di pinn",0,info sesat n npaspor paspor tki khusus tki n ndahulu iya paspor paspor yg kemana pepo bahas pinn
"inilah kenapa Prabowo gak layak jadi presiden, dari partainya maupun calonnya gak ngerti dibidang ekonomi, dan seperti ini masih aja dibanggakan, astagaa",0,prabowo gak layak presiden partainya calonnya gak ngerti dibidang ekonomi aja dibanggakan astagaa
USER Tuyul apa monyet?',0,tuyul monyet
"USER USER Udh tua emg,makanya picek'",1,udh tua emg picek
"USER Cieeee giliran RUU Terorisme ga di ketok alasannya Pemerintah yg lambat, tp pas uu md3 main ketok aja padahal belum deal sama Pemerintah. Mungkin yg bener terorisme berkembang di negara yg pemerintahannya lemah'",0,cieeee giliran ruu terorisme ga ketok alasannya pemerintah yg lambat tp pas uu md main ketok aja deal pemerintah yg bener terorisme berkembang negara yg pemerintahannya lemah
3. Penanganan jalan berlubang dengan cepat; ; Penanganan jalan berlubang di Jateng kini memang telah memiliki standar operasional prosedur (SOP) yakni maksimal dua hari ditangani. Ini adalah komitmen Gubernur Ganjar dalam mewujudkan jalan di Jateng bebas l,0,penanganan jalan berlubang cepat penanganan jalan berlubang jateng memiliki standar operasional prosedur sop maksimal ditangani komitmen gubernur ganjar mewujudkan jalan jateng bebas l
"USER Artificial love hahahahhaa hehehehe ga munafik gw mah, sama yg basah basah awww'",0,artificial love hahahahhaa hehehehe ga munafik gw mah yg basah basah a
USER USER Cebong ngomong data....??? \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,cebong ngomong data xf x f x x xf x f x x xf x f x x
Aku benci betul kalau USER racun \xe2\x80\x9cAda tekannnn kaaaaaa?\xe2\x80\x9d BAAHAHAHAHAHAHAHAHHAHAH FAK YAHUDI!',1,benci racun xe x x cada tekannnn kaaaaaa xe x x d baahahahahahahahahhahah fak yahudi
USER Cawapres jokowi siapa saja saya setuju asal bukan para bani kampret sebelah itu',1,cawapres jokowi setuju bani kampret sebelah
USER Iya lu babi nya cif wkw',0,iya lu babi nya cif wkw
Mereka mendukung dan mendoakan agar pasangan HDMY terpilih dalam Pilkada 17 Juni 2018 mendatang. Warga percaya dengan pengalaman HDMY sukses 10 tahun memimpin OKUT dan Ogan Ilir mampu membawa Sumsel lebih maju dan lebih sejahtera.,0,mendukung mendoakan pasangan hdmy terpilih pilkada juni warga percaya pengalaman hdmy sukses memimpin okut ogan ilir membawa sumsel maju sejahtera
USER USER Asek BOHONG aja lah kerja kelen...Bongggg...Cebong...\nKalo mati mgkin muncungnya yg duluan busuk',1,asek bohong aja kerja kelen bongggg cebong nkalo mati mgkin muncungnya yg duluan busuk
"""Dalam atmosfer peradaban patriarkal, di mana lelaki dan penis adalah atribut yang maha penting, transgender perempuan atau transpuan dianggap sebagai pengkhianatan serius terhadap kelelakian."" URL URL",0,atmosfer peradaban patriarkal lelaki penis atribut maha transgender perempuan transpuan dianggap pengkhianatan serius kelelakian
"Ustadz Robi Maulana Az-Zahrani; ____________; ; Yang harus lebih diberikan udzur itu saudaramu se-iman yang sama-sama mencintai Al-Qur'Ä?n dan Hadits serta mengagungkan syariat Islam lainnya, bukan orang-orang...",0,ustadz robi maulana az zahrani udzur saudaramu iman mencintai al qur n hadits mengagungkan syariat islam orang orang
Pokonya apapun masalahnya Yg salah tetep jokowi aja...,1,pokonya apapun yg salah tetep jokowi aja
Mz kalo sa gapake kacamata di saat petang situ senyum mau gantengnya gmn juga ga keliatan. Mau nyapa ya nyapa aja aing ga budek kok. Hhhh \n\n*diomongin mz2 di kolam krn berkali disenyumin katanya judes amat buang muka mulu*\n\n**lagian ga akan buang muka ga punya lagi nanti**',0,mz kalo sa gapake kacamata petang situ senyum gantengnya gmn ga keliatan nyapa ya nyapa aja aing ga budek hhhh n n diomongin mz kolam krn berkali disenyumin judes buang muka mulu n n ga buang muka ga
Kunyuk ngapain \xf0\x9f\x98\x82 URL,0,kunyuk ngapain xf x f x x
USER zonk semua bangsad',1,zonk bangsad
Calon Gubernur Bali nomor urut 2 Ida BagusÂ RaiÂ DharmawijayaÂ Mantramengisi jadwal kampanyenya dengan menggelar simakrama di sejumlah titik di Tabanan pada Senin (16/4/2018). #mantrakerta,0,calon gubernur bali nomor urut ida bagus rai dharmawijaya mantramengisi jadwal kampanyenya menggelar simakrama titik tabanan senin mantrakerta
"Amaroso Katamsi, aktor yg memerankan Presiden Suharto dlm pelbagai film, meninggal dinihari Selasa ini. Amaroso, seorang dokter TNI- AL, ikut grup teater yg dipimpin Sutradara Arifin C. Noer sejak masih kuliah di Yogya. Ia bisa tampak menyatu dgn sosok yg",0,amaroso katamsi aktor yg memerankan presiden suharto dlm pelbagai film meninggal dinihari selasa amaroso dokter tni al grup teater yg dipimpin sutradara arifin c noer kuliah yogya menyatu dgn sosok yg
"iya,kelasnya penista agama,bs nya cm ngebacot doang yg arogan sk blg taik nenek lu,oh ya sumber waras n nama d kasus E ktp apkabar?skakmat",1,iya kelasnya penista agama bs nya cm ngebacot doang yg arogan sk blg taik nenek lu oh ya sumber waras n nama d e ktp apkabar skakmat
RT USER Kalo memang anda tdk cocok dng KPK bubarkan aja. Kalo bisa. Jangan hanya dicaci maki spt anak kecil.,1,kalo tdk cocok dng kpk bubarkan aja kalo dicaci maki spt anak
RT USER: ummi sampe kempot2 gitu pipi nya....doyan ya ummi sedot kontol URL,0,ummi sampe kempot gitu pipi nya doyan ya ummi sedot kontol
USER USER Kampang.',1,kampang
"ternyataa setelah nntonin video"" bigfloo selama ini humornya hightop nyampe d otak gw HAHAHAHAHA sarap ni magnae satuu doi kayak 4D dah kalo gk ad doi apa kabar ni grup krik krik \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,ternyataa nntonin video bigfloo humornya hightop nyampe d otak gw hahahahaha sarap ni magnae satuu doi kayak d dah kalo gk ad doi kabar ni grup krik krik xf x f x x xf x f x x xf x f x x
"Anda dibodohi dan diperbudak Islam Bung Ketum ICMI, Allah SWT bukan Tuhan di balik Gerhana",1,dibodohi diperbudak islam ketum icmi allah swt tuhan gerhana
"/peluk badan lu dr belakang; selipin tngan kedalem cd lu/ ngaceng nih yang- /gesekin jari tengah ke bibir memek lu; teken"" klit lu/'",0,peluk badan lu dr selipin tngan kedalem cd lu ngaceng nih gesekin jari bibir memek lu teken klit lu
USER Ekonomi koq makin sulit y,0,ekonomi koq sulit y
"Puisi karya Gus Mus ini begitu indah dan meneduhkan, kenapa dijadikan fitnah?; #NderekGusMus ; ; USER USER",0,puisi karya gus mus indah meneduhkan dijadikan fitnah nderekgusmus
Jgn pernah memilih pemimpin penuh kecurangan seperti ini; #BalikinKeSolo; #BalikinKeSolo,1,jgn memilih pemimpin penuh kecurangan balikinkesolo balikinkesolo
"generasi milenial sudh BUANYAK terperangkap dlm lingkungan LGBT, pecandu Narkoba, begal, PSK online..\nNgeriiiii jika umat tdk peduli dgn hal tsb utk memberantasnya..\nMungkin kedepan negeri ini akan dipimpin kaum LGBT atau bandar narkoba..'",0,generasi milenial sudh buanyak terperangkap dlm lingkungan lgbt pecandu narkoba begal psk online nngeriiiii umat tdk peduli dgn tsb utk memberantasnya nmungkin kedepan negeri dipimpin kaum lgbt bandar narkoba
USER Iyak 9% nama grup dari brodus cina. Stray kids ga nonton. Ga terlalu minat....',0,iyak nama grup brodus cina stray kids ga nonton ga minat
"Bentar....kuping gue yg sarap apa pas Yura nyanyi bagian potongan kata ""an"" dari ""antara""....suara doi tetibaan kek lakik?? ._.'",0,bentar kuping gue yg sarap pas yura nyanyi potongan an suara doi tetibaan kek lakik
"Lagi belajar desain, terus hasilnya di cacat terus sama wn. Rasanya duh kayak naik rollercoaster ~\n\xf0\x9f\xa4\x90'",0,belajar desain hasilnya cacat wn duh kayak rollercoaster n xf x f xa x
"Saya strongly sepakat. Masukkan saja, supaya ada persilangan budaya. Dosen-dosen lokal jgn mau besar dalam tempurung. Buktikan kalau dosen lokal punya kemampuan yang bisa dihitung.",0,strongly sepakat masukkan persilangan budaya dosen dosen lokal jgn tempurung buktikan dosen lokal kemampuan dihitung
"RT USER: Ini ajaran Pembangang,hilang rasa hormat pada pihak berkuasa.. kalau zaman tok USER dah lame kene sembur air\xe2\x80\xa6'",0,ajaran pembangang hilang hormat berkuasa zaman tok dah lame kene sembur air xe x xa
RT USER USER USER kata-kata; kecebong pki anti islam diktator hanya untuk jokowi,1,kecebong pki anti islam diktator jokowi
"USER Itulah permainan kotor rezim ini, bila mana yg tdk pro rezim ini gempar seluruh indonesia cebong berisik!'",1,permainan kotor rezim yg tdk pro rezim gempar indonesia cebong berisik
"RT USER: Aku: ya Tuhan gini amat hidup ku apa sih salah ku\nTuhan: banyak, goblok.'",0,ya tuhan gini hidup ku sih salah ku ntuhan goblok
USER 1. Tidak Perih pada luka sariawan \n2. Kemasanya Finger Off yang tidak bersentuhan dengan luka \n3. Mengandung Ekstrak lidah buaya \n4. Aman Digunakn Bayi &amp; Anak-anak \n5. Memiliki rasa manis \n6. Tidak bereaksi terhadap obat lain \n7. T,0,perih luka sariawan n kemasanya finger off bersentuhan luka n mengandung ekstrak lidah buaya n aman digunakn bayi amp anak anak n memiliki manis n bereaksi obat n t
"USER Orang kristen bole wudhu kok Mba, ndda ada yang larang \xf0\x9f\x99\x83'",0,orang kristen bole wudhu mba ndda larang xf x f x x
"Munafik bgt sendiri itu nyaman\nMunafik bgt baru putus ngerasa free\nIni hati,bawaannya perasaan\nPastilah ada indomie rasa yg tertinggal'",0,munafik bgt nyaman nmunafik bgt putus ngerasa free nini hati bawaannya perasaan npastilah indomie yg tertinggal
Senang ngeliatnya. Adem dan akrab banget. Serasa selevel gesture dan perkataan keduanya. Yg kemarin naik chopper pencitraan silakan nyebur aja di laut selatan ya.,1,senang ngeliatnya adem akrab banget serasa selevel gesture perkataan yg kemarin chopper pencitraan silakan nyebur aja laut selatan ya
USER WOI YANG GEMBROT KAN KAKAK',0,woi gembrot kakak
"USER ""Dia mah mukanya udah rusak, gak bisa dibenerin lagi.""\n""Yakin mau ngajak dia? Liat aja bajunya kayak gitu.""\n""Jangan sekelompok sama dia deh, keliatan bukan orang mampu.""\n\nAlah kampang.'",1,mah mukanya udah rusak gak dibenerin n ngajak liat aja bajunya kayak gitu n sekelompok deh keliatan orang n nalah kampang
"USER Titit lah anies ni, jangan jadi wapres prabowo anjenk'",1,titit anies ni wapres prabowo anjenk
"mas joko br 3 th kelakuan sdh mulai otoriter,gmn 32 th, bs hbs rakyat sperti rezim sadam, khadafi atau as sisi,mk nya hrs selalu diingatin bro",1,mas joko br th kelakuan sdh otoriter gmn th bs hbs rakyat sperti rezim sadam khadafi as sisi mk nya hrs diingatin bro
"Di Hadapan Ulama, Rommy Jelaskan Alasan PPP Dukung Jokowi",0,hadapan ulama rommy alasan ppp dukung jokowi
"Gubernur: Tantangan Forkopimda Ke Depan Semakin Berat, Perlu Kompakan",0,gubernur tantangan forkopimda berat kompakan
Kabinet Jongos Cina,1,kabinet jongos cina
"""Soal berdaulat di bidang politik, USER lah yang mengubah nama Laut Cina Selatan menjadi Laut Natuna Utara. Di bidang ekonomi, USER konsisten melawan neoliberalisme, pembangunan ekonomi melalui utang,"" tegas Yongky Satgas Cakrabuana ;",0,berdaulat bidang politik mengubah nama laut cina selatan laut natuna utara bidang ekonomi konsisten melawan neoliberalisme pembangunan ekonomi utang yongky satgas cakrabuana
"Presiden Jokowi sudah merampungkan 30 proyek strategis nasional (PSN) periode 2016-2017 senilai Rp 94,8 triliun.; ; Kita dukung pak Jokowi 2 periode yang sdh terbukti serta melanjutkan pembangunan berkesinambungan.; USER; ; #2019TetapJokowi ; #Jokowi2Pe",0,presiden jokowi merampungkan proyek strategis nasional psn periode senilai rp triliun dukung jokowi periode sdh terbukti melanjutkan pembangunan berkesinambungan tetapjokowi jokowi pe
RT USER: Ustad goblog nih..dia ga tau ada kafir yg sunat.. umat Yahudi..bahkan dari bayi..ga kayak dia uda ngerti coli baru sunat..muka\xe2\x80\xa6',1,ustad goblog nih ga tau kafir yg sunat umat yahudi bayi ga kayak uda ngerti coli sunat muka xe x xa
USER USER USER orang udik nggak tahu tanah abang',1,orang udik nggak tanah abang
"USER Setiap Warga Negara Indonesia mempunyai Agama atau aliran kepercayaan, saya yakin anda ada di salah satunya",0,warga negara indonesia agama aliran kepercayaan salah satunya
USER Bani kampret emang standar ganda mainya',1,bani kampret emang standar ganda mainya
USER USER USER USER USER Cebong dungu. Dah dijelaskan bca msh ngeyel.\nKalian emg juaranya klo soal pamer kedunguan.',1,cebong dungu dah bca msh ngeyel nkalian emg juaranya klo pamer kedunguan
"Gua yg bukan anak ekonomi aja paham dikira nyetak duit ga mikirin devisa, adminnya gerindra sape sih geblek bener",1,gua yg anak ekonomi aja paham nyetak duit ga mikirin devisa adminnya gerindra sape sih geblek bener
"USER #mariberteman tapi saya kafir, takutnya waktu pilpres banyak yg unfollow~ kalo enggak #mariberteman dan ngobrol~'",0,mariberteman kafir takutnya pilpres yg unfollow kalo mariberteman ngobrol
"USER kalau menurut Katolik/Kristen, itu sah2 aja dipajang, asal kamu gak nyembah foto itu. tergantung kepercayaan masing2 aja :3'",0,katolik kristen sah aja dipajang gak nyembah foto tergantung kepercayaan aja
USER USER USER USER Riya banget lu... Singapore kan kapir Jul... lah lu ngapain 100x ke Singapore? Nyari minyak babi Jul? \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,riya banget lu singapore kapir jul lu ngapain x singapore nyari minyak babi jul xf x f x x xf x f x x xf x f x x
"Kunjungi Turki, 'Gubernur Indonesia' USER Bertemu Presiden USER Gubernur DKI Jakarta Anies Baswedan melanjutkan kunjungannya ke Turki. Anies bertemu Presiden Turki Recep Tayyip Erdogan dan menjalankan salat Jumat bersama.",0,kunjungi turki gubernur indonesia bertemu presiden gubernur dki jakarta anies baswedan melanjutkan kunjungannya turki anies bertemu presiden turki recep tayyip erdogan menjalankan salat jumat
USER Asing aseng aja itu cuma musim aja kali bang. Skg da musim baru lagi yaitu musim plesiran.',0,asing aseng aja musim aja kali bang skg da musim musim plesiran
"USER Kriminal OPM di Papua itu sangat kejam (inhumane) cara membunuh korban penangkapan mereka (masyarakat sipil pro NKRI, TNI/POLRI) - mereka itu bersenjata lengkap bukan hanya tombak, pisau, busur panah, tapi juga senjata modern selundupan asing",0,kriminal opm papua kejam inhumane membunuh korban penangkapan masyarakat sipil pro nkri tni polri bersenjata lengkap tombak pisau busur panah senjata modern selundupan asing
"Pas beli makanan dibelakang ada tulisannya ""jomblo di larang mengkonsumsi"" bangke gue jomblo'",0,pas beli makanan dibelakang tulisannya jomblo larang mengkonsumsi bangke gue jomblo
"Lesbian, Gay, Bisexual dan Transgender (LGBT) merupakan penyimpangan orientasi seksual yang bertentangan dengan fitrah manusia, agama dan adat masyarakat Indonesia'",0,lesbian gay bisexual transgender lgbt penyimpangan orientasi seksual bertentangan fitrah manusia agama adat masyarakat indonesia
USER Aseng teriak aseng kaum munafik',1,aseng teriak aseng kaum munafik
USER USER Jokowi diktator muka ndeso hehehe,1,jokowi diktator muka ndeso hehehe
USER JKT 58 kalian liat wagakbener katanya tidak Aseng asing asongan taekkk',1,jkt liat wagakbener aseng asing asongan taekkk
USER USER USER USER USER USER USER USER USER USER Ada Bani Tai Ngomong..\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x80 Ngelantur nih...',1,bani tai ngomong xf x f x x xf x f x x xf x f x x ngelantur nih
USER USER USER Buru hapus pollower elo cebong keburu orang lihat..bejad elo\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,buru hapus pollower elo cebong keburu orang lihat bejad elo xf x f x x xf x f x x xf x f x x xf x f x x
USER Buka ku ngentot lobang memekmu yg enak itu',0,buka ku ngentot lobang memekmu yg enak
"USER USER Pejabat Era Jaman Now.. nunggu viral dulu, nunggu respon 'kejam' netijen, lalu pura2 terkejut.. baru merespon. \n\n1. Klo netijen puja-puji, pasti digelontor..\n2. Klo netijen caci maki, ya di usahakan sekedarnya biar terl",1,pejabat era jaman now nunggu viral nunggu respon kejam netijen pura terkejut merespon n n klo netijen puja puji digelontor n klo netijen caci maki ya usahakan sekedarnya biar terl
"USER Rosario, dogma Maria Diangkat Ke Surga, bbrp hari raya gereja Katolik, misal hari raya Tubuh dan Darah Kristus, Hari Raya Kerahiman, ds",0,rosario dogma maria diangkat surga bbrp raya gereja katolik raya tubuh darah kristus raya kerahiman ds
terima kasih pak USER kini papua punya wajah baru yg gak meninggalkan budaya mereka tapi pembangunan yg tidak mengabaikan kearifan lokal. #JokowiSayangiPapua,0,terima kasih papua wajah yg gak meninggalkan budaya pembangunan yg mengabaikan kearifan lokal jokowisayangipapua
"USER Kualitas wakil rakyat pro rejim semakin down grade. Harusnya mendukung para pembantu presiden lebih giat dan rajin, eh malah sebaliknya. Ketahuan kalo dendamnya ngalahin nalarnya.'",0,kualitas wakil rakyat pro rejim down grade mendukung pembantu presiden giat rajin eh ketahuan kalo dendamnya ngalahin nalarnya
"USER ga ngerti lu ngetik apa, iyain aja daripada makin bego gua wkwk'",0,ga ngerti lu ngetik iyain aja bego gua wkwk
"USER Menisbatkan ketidaknetralan kata/bahasa hanya kepada proses pemaknaan, mengandaikan para pencipta kata hidup di ruang hampa sejarah/budaya.",0,menisbatkan ketidaknetralan bahasa proses pemaknaan mengandaikan pencipta hidup ruang hampa sejarah budaya
"USER Gembel sok elit lo,ngewe di sari ayu halo mas ma kelas kambing itu mainan gue tahun 2001 main tuh di hotel jayakarta tematik clasic malio x2 sumo sama sampingnya atau yang udah di tutup alexis ah mainan cebong USER kelas kambing cc USER",1,gembel sok elit lo ngewe sari ayu halo mas ma kelas kambing mainan gue main tuh hotel jayakarta tematik clasic malio x sumo sampingnya udah tutup alexis ah mainan cebong kelas kambing cc
MK: Sejarah Gereja (at Kementerian Agama RI - Sekolah Tinggi Agama Kristen Negeri (STAKN) Manado) ï¿½,0,mk sejarah gereja at kementerian agama ri sekolah agama kristen negeri stakn manado
"Kalau kerasnya nasionalis religius dan Islam melawan politik kawanan penista agama, kawanan simpatisan PKI, kawanan yg dikutuk Palestina, kawanan pengubur agama kalau itu BETUL, bahkan HARUS dgn spirit agama. Apa jgn2 politik yg dikafirkan itu benar2 mrk",0,kerasnya nasionalis religius islam melawan politik kawanan penista agama kawanan simpatisan pki kawanan yg dikutuk palestina kawanan pengubur agama dgn spirit agama jgn politik yg dikafirkan mrk
"USER Oh yg cacat itu sbnernya anaknya , dia ga langsung blg sm ibunya'",0,oh yg cacat sbnernya anaknya ga langsung blg sm ibunya
"Mendebat istilah Islam Nusantara nanti saya bisa dituding pro khilafah, HTI, atau ISIS. Sebaliknya mendukung Islam Nusantara saya bisa dicap antek-antek JIL, pro Yahudi, bid'ah dan sesat. Ya sudahlah saya cukup deklarasi bahwa saya orang Indonesia dan be",0,mendebat istilah islam nusantara dituding pro khilafah hti isis mendukung islam nusantara dicap antek antek jil pro yahudi bid ah sesat ya deklarasi orang indonesia be
"Well apapun agama kalian walaupun kalian ateis sekalipun, hal ini tetap merugikan. Dari sisi cewe terutama. Hitung aja berapa uang yang akan hangus, berapa waktu yang akan tersita, berapa tenaga, airmata, keringat dan darah yang harus dikorbankan? Belum",0,well apapun agama ateis merugikan sisi cewe hitung aja uang hangus tersita tenaga airmata keringat darah dikorbankan
RT USER: USER lo yang sarap \xf0\x9f\x98\xa1',1,lo sarap xf x f x xa
"RT USER: USER Kualitas ustad kaya begini... Goblog banget, kebanyakan makan micin neh... Jokowi itu singkatan Joko Widodo.\xe2\x80\xa6'",1,kualitas ustad kaya goblog banget kebanyakan makan micin neh jokowi singkatan joko widodo xe x xa
"Perilaku politik PKI yang sewenang wenang tersebut tentu tidak dibiarkan begitu saja oleh partai politik lainnya dan kalangan militer (TNI),'",0,perilaku politik pki sewenang wenang dibiarkan partai politik kalangan militer tni
"""jual kantin, jual kntl, jual kintin, tau gitu ngapain minjem duit ke sodara sendiri"" HAHAHA YOKSI NENEK KU'",0,jual kantin jual kntl jual kintin tau gitu ngapain minjem duit sodara hahaha yoksi nenek ku
"Idiom ""cebong"" dan ""kampret"" sengaja diembuskan oknum kafir untuk memecah belah umat Islam indonesia'",1,idiom cebong kampret sengaja diembuskan oknum kafir memecah belah umat islam indonesia
pembangunan ekonomi kreatif yang ditawarkan pasangan calon gubernur dan wakil gubernur nomor urut dua yakni Tb Hasanuddin dan Anton Charliyan #2untukjabar #jabarhasanah2aja #hasanah #selamatharikartini #beyondthebandungspirit #habisgelapterbitlahterang,0,pembangunan ekonomi kreatif ditawarkan pasangan calon gubernur wakil gubernur nomor urut tb hasanuddin anton charliyan untukjabar jabarhasanah aja hasanah selamatharikartini beyondthebandungspirit habisgelapterbitlahterang
USER USER USER Gubernur bego dlm sejarah DKI',1,gubernur bego dlm sejarah dki
USER Sibuk eue',0,sibuk eue
USER Jadi ingat iblis ketika manusia diciptakan SM Allah.',0,iblis manusia diciptakan sm allah
USER Eh kunyuk.. Aku nih udh kuliah lohh.\nKmu anak sma ya? \xf0\x9f\x98\x85',0,eh kunyuk nih udh kuliah lohh nkmu anak sma ya xf x f x x
USER Gatau diri anjir. Biasanya nih apa yang kita tanam itu yang kita peroleh. Tiati aje mbaknya',1,gatau anjir nih tanam peroleh tiati aje mbaknya
Seragamnye kotak2 kayak taplak meja',0,seragamnye kotak kayak taplak meja
USER pengen ane emut emut say memek sexynyaa',0,pengen ane emut emut say memek sexynyaa
USER Jgn bodoh. Jijik fak',0,jgn bodoh jijik fak
\xe2\x80\x9cMeeting dulu ya\xe2\x80\x9d -&gt; yang mana adalah sebuah ajakan. \n\nSi bloon diem aja.\n\n\xe2\x80\x9cOh ya pak. Sama siapa?\xe2\x80\x9d\n\nSama divisi sendiri. Masih diem.\n\n\xe2\x80\x9cAda kerja?\xe2\x80\x9d\n\n\xe2\x80\x9cLagi bikin set,1,xe x x cmeeting ya xe x x d gt ajakan n nsi bloon diem aja n n xe x x coh ya xe x x d n nsama divisi diem n n xe x x cada kerja xe x x d n n xe x x clagi bikin set
Ganyang PKI DaruratPKI,1,ganyang pki daruratpki
Prabowo: Jangan Suka Pakai Kopiah Orang Lain Nanti Disangka Tak Punya Uang URL,1,prabowo suka pakai kopiah orang disangka uang
"Minoritas mana yg tertindas di Indonesia, cina bahagia aja kok",1,minoritas yg tertindas indonesia cina bahagia aja
usir cina dan jongos-jongosnya klo anda ingin Indonesia ini damai.,1,usir cina jongos jongosnya klo indonesia damai
"Emang ya, kalau kesalahan udah menjadi budaya, apa-apa selalu dibodo-amatin karena udh menjadi hal yg biasa. Haha. Semoga sukses dengan jalannya masing-masing ya.",0,emang ya kesalahan udah budaya dibodo amatin udh yg haha semoga sukses jalannya ya
"Hanya ada satu cara Muslim ikut menjaga NKRI, berhenti me-nyembah2 Allah SWT dungu & biadab",1,muslim menjaga nkri berhenti me nyembah allah swt dungu biadab
"Kehidupan Kristen adalah kehidupan di mana kita hidup bukan untuk diri kita sendiri. Kita hidup untuk taat kepada Tuhan, melayani Dia, dan memberi pengaruh dalam kehidupan orang lain.'",0,kehidupan kristen kehidupan hidup hidup taat tuhan melayani pengaruh kehidupan orang
"USER Bukan random lagi, edan iya ]]'",0,random edan iya
Nurul Arifin: Kota Cerdas Harus Ditunjang Masyarakat Cerdas #BandungGeulis #BandungHarmonis #Bandungvotenuruli #calonwalikotabandung #calonwalikotabandung2018,0,nurul arifin kota cerdas ditunjang masyarakat cerdas bandunggeulis bandungharmonis bandungvotenuruli calonwalikotabandung calonwalikotabandung
Kajox ga on si kunyuk deact si tete ilang entah kemane -_- abis dah bestie cowo yg gua punya',0,kajox ga on si kunyuk deact si tete ilang kemane abis dah bestie cowo yg gua
USER Berdoa saja suatu saat keluarga anda tidak mengalami musibah di bom.. saya ingin melihat reaksi anda saat itu',0,berdoa keluarga mengalami musibah bom reaksi
"USER USER Di gereja Katholik ada satu buku sendiri isinya lagu inkulturasi yang syahdu sekali pakai irama keroncong, langgam jawa, melayu dan dolo dolo'",0,gereja katholik buku isinya lagu inkulturasi syahdu pakai irama keroncong langgam jawa melayu dolo dolo
Cowo kalo ngambek bisa ampe berhari hari ya? asw jddnjdjdej galau genk',0,cowo kalo ngambek ampe berhari ya asw jddnjdjdej galau genk
"USER masi mending aku blgnya anak gendut, drpd jablay'",0,masi mending blgnya anak gendut drpd jablay
"USER USER USER USER \n\nCebong2 pekok. Mantap, om Tofa. Kita kerjain aja cebong2 dungu ini \xf0\x9f\x91\x8d\xf0\x9f\x98\x82'",1,n ncebong pekok mantap om tofa kerjain aja cebong dungu xf x f x x d xf x f x x
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER @,0,
"USER Gue pernah baca fanfic di AFF, OC x Hanbin. Alurnya biasa bgt. Tentang cowok Kingka dan cewek culun/outcast gt di sekolah. Tapi karakter si cewek yang di develop penulis tuh ngasih strong impression bgt. Contoh nih, di awal2 si cewek tuh karakter nya cuek, ga peduli sekitar,-'",0,gue baca fanfic aff oc x hanbin alurnya bgt cowok kingka cewek culun outcast gt sekolah karakter si cewek develop penulis tuh ngasih strong impression bgt contoh nih si cewek tuh karakter nya cuek ga peduli
USER Gamau bisu:(',0,gamau bisu
"Berhati-hatilah. Zaman dah tiba ke penghujung. Ibarat telur di hujung tanduk. Ibarat retak menanti pecah. Sudah tiada tempat untuk kita lari.\n\nZaman sekarang pemerintah yang kejam semakin ramai. Yang baik, yang jahat, kita keliru. Tanpa ilmu, tanpa aqi",0,berhati hatilah zaman dah penghujung telur hujung tanduk retak pecah tiada lari n nzaman pemerintah kejam ramai jahat keliru ilmu aqi
muka aku cantik tp burik;3',0,muka cantik tp burik
"\xe2\x80\x9clu kalo ga jerawatan, cakep dah pasti\xe2\x80\x9d\n\xe2\x80\x9clu kalo ga gendut, cantik dah pasti\xe2\x80\x9d\n\xe2\x80\x9clu kalo putihan, mulus dah pasti\xe2\x80\x9d\n\nlu kalo diem aja gitu, adem dah nih dunia pasti.'",0,xe x x clu kalo ga jerawatan cakep dah xe x x d n xe x x clu kalo ga gendut cantik dah xe x x d n xe x x clu kalo putihan mulus dah xe x x d n nlu kalo diem aja gitu adem dah nih dunia
USER Embun dipagi buta',0,embun dipagi buta
"USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Jadi kalo stereotif KAUM INTOLERAN, kalo punya resto, smntarany",0,kalo stereotif kaum intoleran kalo resto smntarany
44. Dengan cara itu gerombolan USER USER dan Rizieq FPI terus bisa memainkan isu Pemerintah Jokowi pro PKI. USER.,1,gerombolan rizieq fpi memainkan isu pemerintah jokowi pro pki
USER titit berjamaah #DUMXCAMPING',0,titit berjamaah dumxcamping
"Adem banget melihatnya, Allahu Akbar.",0,adem banget allahu akbar
Terciduk! Indra Piliang Relawan Anies-Sandi Ketangkap Narkoba Nahloh URL,1,terciduk indra piliang relawan anies sandi ketangkap narkoba nahloh
MONITORING &amp; EVALUASI BUMDES ; Bersama DINAS PMD; Kabupaten Lampung Selatan.; #Bumdes Penggerak Ekonomi Desa; USER ; USER ; USER ; USER ; USER; USER ; USER,0,monitoring amp evaluasi bumdes dinas pmd kabupaten lampung selatan bumdes penggerak ekonomi desa
kontol aa udah gk sabar ngentotin memek eneng.',0,kontol aa udah gk sabar ngentotin memek eneng
